Database
Id,Effectivity,Cycle,Effective Dates,Supplier,Extract Code,Database Created,Report Created,NDB Size,Target OFPs,Origin,Application Copyright,CSV Report Copyright
SILVA,N 51° 50' 51.35",W 001° 00' 19.40",,,,
SILVR,N 49° 20' 30.00",W 116° 47' 04.00",,,,
SILWE,N 50° 20' 02.00",E 009° 48' 19.00",,,,
SIMAG,N 34° 51' 47.45",E 134° 15' 55.15",,,,
SIMAK,N 35° 47' 34.55",E 140° 47' 33.75",,,,
SIMAZ,N 31° 40' 38.10",E 130° 48' 16.55",,,,
SIMBA,N 48° 13' 48.55",E 013° 00' 56.95",,,,
SIMBO,N 14° 47' 40.20",E 120° 23' 52.80",,,,
SIMCO,N 46° 24' 48.45",W 120° 52' 02.25",,,,
SIMKI,N 60° 44' 34.30",W 134° 52' 31.05",,,,
SIMLI,N 50° 17' 24.00",E 127° 22' 06.00",,,,
SIMLU,N 50° 00' 19.00",W 131° 42' 36.00",,,,
SIMME,N 12° 40' 10.60",E 109° 17' 27.80",,,,
SIMON,N 43° 36' 38.30",E 005° 06' 03.90",,,,
SIMSU,N 50° 46' 56.00",W 128° 25' 37.00",,,,
SINAB,N 02° 24' 32.00",E 096° 19' 34.00",,,,
SINAK,S 03° 49' 19.00",E 137° 50' 17.00",,,,
SINDO,N 42° 08' 10.00",E 001° 19' 25.00",,,,
SINDU,N 60° 47' 20.75",W 135° 07' 43.65",,,,
SINFA,N 39° 27' 10.00",E 071° 41' 10.00",,,,
SINFO,N 35° 12' 00.60",E 132° 46' 13.40",,,,
SINGE,N 41° 30' 15.90",W 110° 11' 49.85",,,,
SINGG,N 47° 59' 30.00",W 119° 00' 00.00",,,,
SINGU,N 34° 21' 03.90",E 136° 07' 54.75",,,,
SINHO,N 35° 20' 17.00",W 113° 37' 51.40",,,,
SINKO,N 58° 34' 11.40",W 122° 17' 18.00",,,,
SINNE,N 42° 14' 47.55",E 020° 10' 02.10",,,,
SINPO,N 46° 19' 30.00",E 003° 17' 00.00",,,,
SINRY,N 38° 53' 04.80",W 108° 30' 24.00",,,,
SINSY,N 38° 47' 01.95",W 108° 42' 26.75",,,,
SINWA,N 31° 53' 10.75",E 131° 34' 39.20",,,,
SINYI,N 23° 27' 09.80",E 120° 19' 16.60",,,,
SIOJI,N 34° 36' 45.25",E 134° 58' 08.75",,,,
SIOMI,N 33° 30' 27.80",E 136° 05' 59.85",,,,
SIOMO,N 39° 08' 01.80",E 140° 54' 30.30",,,,
SIPAH,S 05° 50' 29.00",E 106° 05' 26.00",,,,
SIPAL,N 43° 08' 12.00",E 017° 04' 25.00",,,,
SIPMO,N 42° 04' 44.00",E 063° 00' 00.00",,,,
SIPRO,N 41° 26' 45.65",E 013° 40' 49.90",,,,
SIPUT,S 06° 17' 00.00",E 112° 35' 00.00",,,,
SIPVA,N 53° 06' 24.00",E 160° 02' 01.00",,,,
SIPVU,N 50° 03' 04.00",E 007° 25' 31.00",,,,
SIQLE,N 47° 01' 15.70",E 003° 14' 13.40",,,,
SIQOZ,N 42° 59' 20.00",E 008° 24' 38.60",,,,
SIRAO,N 41° 57' 58.00",E 141° 18' 56.40",,,,
SIRAS,N 33° 47' 26.30",E 134° 49' 03.50",,,,
SIRAT,N 10° 34' 50.00",E 101° 36' 40.00",,,,
SIRCA,N 14° 27' 38.30",E 120° 20' 02.30",,,,
SIRDU,N 47° 15' 17.00",E 017° 19' 55.00",,,,
SIRGI,N 40° 07' 50.00",E 016° 42' 13.00",,,,
SIRGO,N 51° 37' 45.55",E 000° 38' 47.05",,,,
SIRGU,N 40° 15' 37.80",W 002° 36' 00.50",,,,
SIRHA,N 49° 43' 54.00",E 073° 01' 21.00",,,,
SIRIC,N 51° 20' 36.15",W 001° 33' 58.90",,,,
SIRIN,N 14° 24' 08.45",E 099° 36' 38.20",,,,
SIRLU,N 52° 34' 00.00",E 012° 14' 01.00",,,,
SIRMI,N 44° 09' 00.00",E 016° 18' 13.00",,,,
SIROD,N 46° 43' 37.30",E 006° 01' 10.40",,,,
SIROE,N 36° 04' 46.10",W 115° 10' 04.75",,,,
SIROK,N 32° 12' 31.55",E 132° 15' 10.05",,,,
SIRON,N 33° 51' 36.45",E 135° 53' 30.30",,,,
SIRSA,N 41° 37' 01.90",E 008° 28' 58.00",,,,
SIRSI,N 48° 27' 26.00",E 022° 49' 38.00",,,,
SIRVU,N 50° 39' 49.00",E 136° 50' 40.00",,,,
SISGA,N 50° 37' 05.00",E 004° 03' 24.00",,,,
SISGO,N 51° 44' 07.00",E 013° 57' 06.00",,,,
SISGU,N 44° 22' 09.90",E 025° 27' 52.65",,,,
SISHE,N 52° 38' 41.00",E 022° 06' 26.00",,,,
SISIE,N 34° 59' 05.15",W 113° 20' 17.15",,,,
SISIL,N 37° 34' 42.00",E 046° 49' 22.00",,,,
SISKL,N 35° 47' 56.80",W 114° 31' 55.40",,,,
SISMI,N 51° 31' 42.00",E 010° 51' 33.00",,,,
SISMO,N 40° 36' 33.00",E 003° 08' 45.00",,,,
SISPI,N 39° 54' 53.00",E 029° 52' 12.00",,,,
SISRI,N 50° 46' 00.10",W 003° 45' 03.80",,,,
SISUK,N 19° 48' 04.10",E 098° 02' 42.90",,,,
SITBA,N 49° 23' 27.00",E 027° 50' 49.00",,,,
SITET,N 50° 06' 00.00",E 000° 00' 00.00",,,,
SITHU,N 21° 27' 44.50",E 096° 11' 13.70",,,,
SITKU,N 53° 44' 35.75",W 004° 49' 54.25",,,,
SITNI,N 48° 03' 15.20",E 014° 50' 04.60",,,,
SITNO,N 42° 55' 40.00",E 028° 12' 10.00",,,,
SITON,N 41° 57' 27.00",E 050° 22' 49.00",,,,
SITOR,N 47° 30' 36.70",E 009° 20' 10.50",,,,
SITSU,N 53° 24' 01.00",E 004° 41' 05.00",,,,
SITTA,N 15° 12' 50.40",E 102° 15' 45.10",,,,
SITWE,N 62° 15' 00.00",W 153° 00' 00.00",,,,
SITZE,N 25° 03' 47.80",E 121° 39' 11.45",,,,
SIVAL,N 07° 25' 43.00",E 125° 29' 58.70",,,,
SIVBU,N 53° 27' 55.00",W 000° 34' 44.00",,,,
SIVDA,N 52° 21' 21.55",E 000° 01' 47.00",,,,
SIVIM,N 35° 22' 29.00",E 049° 30' 50.00",,,,
SIVIR,N 46° 00' 00.00",W 008° 45' 00.00",,,,
SIVIT,N 37° 35' 53.00",E 049° 05' 11.00",,,,
SIVLA,N 45° 06' 07.00",E 018° 22' 54.00",,,,
SIVON,N 11° 38' 46.40",E 104° 58' 06.95",,,,
SIVOR,N 36° 30' 29.00",E 046° 31' 23.00",,,,
SIWBI,N 37° 30' 17.50",W 122° 04' 34.00",,,,
SIWFI,N 50° 53' 44.00",E 003° 24' 04.00",,,,
SIXBE,N 51° 03' 41.30",W 001° 32' 46.80",,,,
SIXDY,N 37° 38' 49.20",W 122° 08' 45.85",,,,
SIXWA,N 47° 44' 13.00",E 009° 58' 09.00",,,,
SIYAK,N 15° 23' 07.10",E 120° 38' 29.50",,,,
SIYAT,N 34° 09' 59.35",E 129° 35' 58.70",,,,
SIYNY,N 52° 12' 03.55",W 175° 20' 39.95",,,,
SIZKU,N 24° 23' 50.60",E 124° 23' 45.75",,,,
SIZXO,N 37° 21' 26.30",W 121° 58' 41.60",,,,
SIZZA,N 47° 32' 40.00",E 004° 06' 58.00",,,,
SJ35,N 01° 29' 54.00",E 103° 20' 24.00",,True,,
SJ911,N 38° 34' 09.00",E 114° 26' 40.00",,,,
SJ912,N 38° 11' 46.00",E 114° 45' 58.00",,,,
SJ913,N 38° 22' 57.00",E 114° 36' 51.00",,,,
SJ914,N 38° 50' 00.00",E 114° 24' 00.00",,,,
SJ915,N 37° 48' 00.00",E 114° 52' 00.00",,,,
SJUAN,N 13° 50' 40.00",E 121° 31' 58.00",,,,
SJW36,N 38° 50' 58.15",E 114° 27' 18.95",,True,,
SK011,N 39° 36' 08.10",E 140° 22' 02.40",,,,
SK012,N 39° 31' 39.60",E 140° 21' 21.70",,,,
SK050,N 39° 33' 29.20",E 140° 05' 57.30",,,,
SK051,N 39° 37' 14.55",E 140° 09' 43.05",,,,
SK054,N 39° 37' 25.05",E 140° 07' 45.05",,,,
SK055,N 39° 36' 40.20",E 140° 16' 06.60",,,,
SK10,N 22° 32' 18.15",E 120° 31' 58.30",,True,,
SK211,N 49° 42' 41.10",E 082° 33' 56.35",,,,
SK272,N 38° 55' 59.35",E 065° 35' 29.15",,,,
SK2SB,S 11° 35' 03.80",E 130° 51' 14.40",,,,
SK352,N 38° 36' 58.70",E 065° 42' 31.25",,,,
SK801,N 39° 19' 57.00",E 140° 12' 50.50",,,,
SK850,N 39° 33' 12.85",E 140° 19' 19.20",,,,
SK851,N 39° 36' 39.40",E 140° 16' 15.90",,,,
SK852,N 39° 36' 09.35",E 140° 21' 48.45",,,,
SK853,N 39° 37' 39.50",E 140° 05' 01.75",,,,
SKAHA,N 49° 25' 05.00",W 119° 35' 08.00",,,,
SKALD,N 36° 04' 34.95",W 115° 09' 46.15",,,,
SKANI,N 55° 39' 24.20",W 122° 38' 12.20",,,,
SKANN,N 37° 22' 52.70",W 117° 15' 54.55",,,,
SKARY,N 49° 26' 41.00",E 018° 58' 36.00",,,,
SKATE,N 21° 31' 55.00",E 115° 08' 39.95",,,,
SKAVI,N 49° 56' 25.00",E 019° 54' 00.00",,,,
SKEED,N 39° 17' 28.05",W 105° 39' 26.45",,,,
SKENS,N 61° 14' 37.30",W 149° 04' 58.90",,,,
SKERD,N 52° 36' 56.00",E 103° 53' 55.00",,,,
SKERY,N 50° 00' 00.00",W 003° 10' 23.05",,,,
SKESO,N 49° 49' 29.40",W 003° 02' 02.60",,,,
SKIER,N 39° 14' 25.75",W 106° 55' 27.25",,,,
SKIII,N 41° 04' 38.90",W 111° 03' 13.60",,,,
SKIIR,N 31° 52' 32.30",W 105° 28' 57.40",,,,
SKILA,N 60° 29' 50.05",W 150° 40' 01.65",,,,
SKIPE,N 40° 18' 36.80",E 139° 16' 27.10",,,,
SKIPT,N 38° 32' 49.10",W 106° 47' 29.65",,,,
SKIZM,N 37° 07' 54.65",W 121° 15' 24.75",,,,
SKKOT,N 63° 37' 06.00",W 145° 19' 30.00",,,,
SKODA,N 48° 50' 03.00",E 014° 28' 56.00",,,,
SKOTA,N 35° 06' 04.90",E 127° 29' 24.20",,,,
SKOTI,N 38° 25' 13.60",W 106° 25' 41.15",,,,
SKRF1,N 39° 34' 28.90",E 140° 09' 18.45",,,,
SKRF2,N 39° 33' 54.15",E 140° 15' 51.05",,,,
SKTTR,N 32° 17' 38.00",W 109° 50' 44.00",,,,
SKUNK,N 37° 00' 27.35",W 122° 01' 59.60",,,,
SKWEN,N 62° 03' 05.85",W 151° 06' 15.65",,,,
SKY,N 37° 35' 39.90",E 127° 17' 43.45",,,,
SKYKO,N 47° 46' 01.90",W 121° 25' 43.95",,,,
SKYMM,N 43° 09' 37.80",W 112° 18' 19.25",,,,
SKYPO,N 49° 43' 08.50",W 123° 07' 51.80",,,,
SL430,N 48° 11' 23.35",E 010° 29' 07.30",,,,
SLADE,N 38° 56' 15.00",W 117° 23' 30.00",,,,
SLAMN,N 32° 44' 26.15",W 111° 15' 36.15",,,,
SLANY,N 52° 09' 30.80",W 005° 50' 31.65",,,,
SLAPE,N 39° 08' 41.10",W 109° 27' 30.95",,,,
SLATE,N 44° 02' 00.00",W 110° 32' 00.00",,,,
SLAVO,N 25° 34' 26.00",E 121° 51' 56.00",,,,
SLEAT,N 38° 08' 15.75",W 119° 44' 56.30",,,,
SLEDD,N 64° 06' 04.40",W 166° 06' 36.00",,,,
SLEDS,N 54° 00' 00.00",W 175° 00' 00.00",,,,
SLETE,N 61° 23' 00.75",W 156° 14' 38.40",,,,
SLICK,N 35° 04' 12.70",E 139° 51' 20.00",,,,
SLICK,N 61° 38' 54.05",W 150° 53' 00.35",,,,
SLIDE,N 35° 17' 34.55",E 137° 23' 36.20",,,,
SLIDR,N 34° 42' 27.40",W 109° 51' 26.40",,,,
SLIIM,N 61° 22' 38.90",W 158° 17' 04.60",,,,
SLINA,N 38° 48' 15.45",W 112° 26' 32.35",,,,
SLIPY,N 37° 48' 14.10",W 109° 27' 38.10",,,,
SLMMR,N 39° 04' 27.45",W 120° 41' 23.95",,,,
SLNNK,N 33° 19' 36.00",W 107° 17' 26.05",,,,
SLOAP,N 41° 45' 26.80",W 112° 28' 33.25",,,,
SLOLM,N 39° 17' 48.55",W 107° 37' 39.90",,,,
SLOOW,N 60° 59' 48.55",W 149° 45' 13.95",,,,
SLOPP,N 35° 13' 35.35",W 115° 46' 54.25",,,,
SLOTA,N 35° 12' 28.00",E 128° 16' 49.00",,,,
SLOTS,N 35° 45' 10.45",W 115° 24' 26.80",,,,
SLOWN,N 40° 34' 00.00",W 116° 24' 00.00",,,,
SLSHE,N 38° 12' 14.45",W 119° 17' 24.45",,,,
SLTAN,N 42° 19' 48.10",W 112° 56' 12.75",,,,
SLUMI,S 04° 29' 00.00",E 143° 00' 54.50",,,,
SLVRR,N 35° 20' 43.40",W 115° 44' 35.30",,,,
SLYDA,N 54° 12' 04.35",W 005° 05' 15.05",,,,
SM001,N 46° 40' 02.60",E 017° 05' 35.50",,,,
SM007,N 46° 37' 53.00",E 017° 05' 54.20",,,,
SM022,N 43° 46' 28.55",E 145° 47' 29.35",,,,
SMALL,N 34° 46' 35.30",W 112° 11' 48.30",,,,
SMELT,N 40° 53' 42.05",E 140° 46' 54.00",,,,
SMIGE,N 43° 50' 46.00",W 121° 20' 45.00",,,,
SMIKO,N 31° 36' 57.50",E 130° 58' 24.70",,,,
SMILE,N 35° 44' 36.40",E 140° 04' 00.90",,,,
SMILO,N 51° 42' 39.70",W 008° 23' 55.40",,,,
SMILY,N 09° 46' 58.30",E 123° 45' 04.40",,,,
SMITT,N 46° 29' 48.05",W 118° 53' 03.55",,,,
SMMUR,N 38° 26' 13.90",W 105° 30' 54.35",,,,
SMOKY,N 62° 03' 19.50",W 146° 18' 31.80",,,,
SMOLT,N 34° 34' 48.45",E 143° 30' 59.40",,,,
SMONE,N 37° 32' 10.45",W 121° 21' 30.65",,,,
SMT30,N 22° 21' 15.75",E 113° 26' 16.55",,True,,
SMURA,N 38° 07' 00.20",W 119° 59' 46.80",,,,
SMYUL,N 35° 28' 40.65",W 109° 37' 12.70",,,,
SN311,N 51° 33' 30.75",E 143° 01' 40.05",,,,
SN312,N 51° 40' 36.20",E 142° 54' 55.15",,,,
SN315,N 51° 36' 25.70",E 143° 09' 34.45",,,,
SN411,N 52° 01' 40.85",E 143° 09' 50.65",,,,
SNAAG,N 60° 52' 40.30",W 151° 28' 11.65",,,,
SNAER,N 36° 30' 02.65",W 112° 22' 32.65",,,,
SNAKE,N 33° 38' 19.00",E 126° 44' 44.00",,,,
SNAKE,N 35° 52' 34.95",E 140° 06' 36.10",,,,
SNAKO,N 42° 29' 18.10",W 114° 42' 51.90",,,,
SNAKY,N 41° 11' 45.65",W 108° 22' 26.35",,,,
SNAPA,S 08° 31' 41.45",E 146° 14' 15.20",,,,
SNAPP,N 15° 51' 12.40",E 146° 36' 20.80",,,,
SNARE,N 35° 47' 31.10",E 139° 52' 38.15",,,,
SNASS,N 48° 18' 46.05",W 125° 15' 02.70",,,,
SNDIA,N 35° 35' 37.40",W 106° 34' 35.35",,,,
SNGIT,N 39° 20' 55.00",W 121° 49' 00.00",,,,
SNNDY,N 48° 22' 51.70",W 121° 12' 38.30",,,,
SNNOE,N 38° 52' 55.50",W 114° 53' 07.90",,,,
SNOBL,N 34° 25' 50.95",W 111° 58' 23.15",,,,
SNOEE,N 38° 27' 35.00",W 108° 00' 49.80",,,,
SNOKE,N 35° 35' 51.65",E 140° 14' 11.70",,,,
SNOKY,N 44° 13' 47.75",W 121° 40' 23.25",,,,
SNOOK,N 37° 59' 01.55",E 140° 54' 51.65",,,,
SNORA,N 37° 38' 44.00",W 119° 48' 22.65",,,,
SNOUT,N 57° 53' 26.40",W 141° 45' 19.05",,,,
SNOYL,N 13° 18' 53.10",E 144° 43' 19.30",,,,
SNQ28,N 31° 40' 16.80",E 118° 25' 17.60",,True,,
SNRIS,N 60° 57' 54.90",W 149° 22' 31.60",,,,
SNRRA,N 33° 20' 14.05",W 113° 27' 38.70",,,,
SNUPY,N 38° 30' 06.15",W 122° 40' 17.45",,,,
SO430,N 48° 41' 09.80",E 005° 50' 37.20",,,,
SOARA,N 25° 59' 01.30",E 126° 22' 11.15",,,,
SOBAR,S 06° 13' 07.00",E 106° 28' 25.00",,,,
SOBAR,N 35° 51' 21.60",E 137° 11' 39.15",,,,
SOBEE,N 43° 21' 03.95",E 141° 13' 46.90",,,,
SOBGA,N 40° 05' 12.00",E 064° 59' 30.00",,,,
SOBGE,N 60° 48' 34.85",W 148° 17' 07.60",,,,
SOBIA,S 03° 38' 03.00",E 129° 51' 11.00",,,,
SOBLI,N 47° 29' 58.00",E 006° 22' 46.00",,,,
SOBLO,N 43° 15' 00.00",E 036° 23' 00.00",,,,
SOBLU,N 52° 23' 32.00",E 012° 16' 22.00",,,,
SOBOH,N 32° 48' 51.20",E 131° 24' 09.40",,,,
SOBRA,N 49° 51' 39.00",E 007° 46' 32.00",,,,
SOBSA,N 46° 02' 53.00",E 025° 05' 14.00",,,,
SOBTU,N 51° 41' 53.45",E 006° 32' 52.40",,,,
SOBUR,N 35° 44' 41.00",E 050° 52' 42.00",,,,
SOBVO,N 54° 18' 25.00",E 155° 58' 27.00",,,,
SOCAR,S 13° 13' 17.30",E 133° 19' 56.90",,,,
SOCHA,N 39° 15' 00.00",E 126° 13' 00.00",,,,
SOCKE,N 63° 20' 00.00",W 147° 34' 00.00",,,,
SOCOF,N 45° 51' 41.90",E 006° 01' 13.20",,,,
SODAC,N 52° 24' 18.00",W 122° 29' 11.00",,,,
SODDA,N 45° 23' 02.65",W 121° 05' 10.60",,,,
SODGO,N 44° 52' 02.00",E 022° 50' 51.00",,,,
SODIO,N 40° 16' 40.00",E 008° 32' 31.00",,,,
SODKO,N 54° 11' 00.00",E 029° 26' 29.00",,,,
SODNA,N 51° 06' 40.00",E 008° 46' 53.00",,,,
SODNI,N 52° 09' 50.00",E 109° 17' 19.00",,,,
SODOE,N 47° 32' 15.95",W 122° 18' 37.20",,,,
SODRI,N 43° 00' 47.00",E 008° 22' 19.00",,,,
SODRO,N 50° 27' 53.00",E 011° 49' 38.00",,,,
SODSE,N 33° 34' 19.25",W 114° 24' 11.95",,,,
SODVU,N 51° 35' 15.50",E 000° 34' 46.80",,,,
SOERN,N 43° 00' 20.85",W 121° 51' 09.00",,,,
SOFFE,N 48° 41' 41.30",W 119° 29' 21.95",,,,
SOFFY,N 43° 01' 13.50",E 005° 10' 49.90",,,,
SOFIA,N 35° 33' 00.10",E 141° 11' 49.95",,,,
SOFIK,N 46° 16' 24.50",E 006° 37' 56.90",,,,
SOGBI,N 54° 12' 47.00",E 025° 11' 45.00",,,,
SOGES,N 35° 16' 00.00",E 059° 58' 22.00",,,,
SOGMA,N 52° 38' 07.05",E 011° 54' 19.40",,,,
SOGMI,N 50° 31' 39.00",E 008° 53' 57.00",,,,
SOGMO,N 46° 36' 37.00",E 017° 41' 03.00",,,,
SOGOL,N 35° 08' 29.00",E 050° 31' 28.00",,,,
SOGPI,N 50° 46' 10.00",E 017° 33' 48.00",,,,
SOGPO,N 51° 57' 56.00",E 006° 15' 10.00",,,,
SOGRA,N 43° 53' 50.20",E 015° 07' 02.60",,,,
SOGRI,N 50° 48' 23.00",E 005° 02' 43.00",,,,
SOINT,N 50° 36' 22.20",W 126° 54' 36.00",,,,
SOJSU,N 35° 17' 22.20",W 120° 55' 07.20",,,,
SOKDA,N 54° 59' 50.00",E 118° 00' 50.00",,,,
SOKDI,N 43° 32' 36.00",E 006° 40' 29.50",,,,
SOKDU,N 50° 39' 39.20",W 002° 01' 33.05",,,,
SOKGE,N 39° 43' 54.05",E 125° 40' 59.90",,,,
SOKKO,N 35° 53' 02.00",E 129° 14' 15.00",,,,
SOKMU,N 50° 35' 55.00",E 142° 21' 28.00",,,,
SOKNI,N 55° 57' 20.00",E 102° 00' 42.00",,,,
SOKOE,N 22° 04' 41.20",E 113° 50' 38.10",,,,
SOKOY,N 38° 26' 07.65",W 121° 50' 15.30",,,,
SOKRU,N 44° 59' 34.15",E 025° 19' 49.05",,,,
SOKWO,N 54° 06' 46.00",E 010° 01' 44.00",,,,
SOLAR,N 34° 59' 09.25",E 139° 45' 18.45",,,,
SOLAR,N 39° 08' 47.90",W 105° 03' 32.80",,,,
SOLDE,N 43° 15' 23.20",W 114° 34' 28.55",,,,
SOLDR,N 42° 25' 51.65",W 110° 18' 14.75",,,,
SOLEN,N 41° 56' 14.90",E 009° 23' 58.40",,,,
SOLGO,N 48° 18' 42.00",E 008° 55' 03.00",,,,
SOLGU,N 44° 06' 57.00",E 017° 39' 41.00",,,,
SOLNI,N 55° 27' 14.00",E 133° 28' 53.00",,,,
SOLNO,N 45° 37' 09.60",E 001° 06' 47.50",,,,
SOLNU,N 49° 17' 48.00",E 025° 23' 54.00",,,,
SOLOM,S 08° 34' 12.85",E 152° 41' 13.55",,,,
SOLON,N 34° 56' 38.35",E 136° 40' 34.30",,,,
SOLSA,N 38° 08' 44.00",E 035° 46' 44.00",,,,
SOLSO,N 44° 23' 05.90",W 000° 28' 39.20",,,,
SOLUK,N 35° 17' 54.60",E 044° 33' 56.70",,,,
SOLVA,N 09° 38' 56.20",E 123° 48' 55.60",,,,
SOLVU,N 50° 30' 08.00",E 009° 44' 24.00",,,,
SOLYI,N 35° 02' 09.40",E 127° 44' 21.60",,,,
SOMAD,N 37° 26' 44.80",E 054° 32' 51.45",,,,
SOMAR,N 14° 24' 20.30",E 118° 17' 13.20",,,,
SOMAT,N 51° 55' 44.00",E 025° 22' 15.00",,,,
SOMBU,N 39° 36' 01.00",E 040° 16' 37.00",,,,
SOMDA,N 48° 20' 16.00",E 004° 14' 40.00",,,,
SOMED,N 47° 26' 09.00",E 000° 56' 31.00",,,,
SOMEG,N 63° 52' 54.00",E 174° 54' 26.00",,,,
SOMEI,N 34° 15' 48.60",E 135° 55' 39.65",,,,
SOMEK,N 42° 12' 24.00",E 073° 06' 30.00",,,,
SOMEN,N 48° 51' 00.00",W 003° 33' 00.00",,,,
SOMET,N 47° 41' 40.00",E 023° 09' 39.00",,,,
SOMEX,N 48° 12' 47.30",E 003° 20' 03.60",,,,
SOMID,N 48° 30' 19.00",E 017° 43' 02.00",,,,
SOMIG,N 43° 10' 14.00",E 016° 04' 26.00",,,,
SOMIL,N 49° 46' 13.00",E 002° 18' 18.00",,,,
SOMIM,N 49° 56' 58.00",E 007° 11' 51.00",,,,
SOMIS,N 50° 08' 38.55",E 013° 57' 15.20",,,,
SOMIX,N 51° 15' 19.00",E 011° 01' 14.55",,,,
SOMKA,N 60° 34' 07.00",E 150° 11' 05.00",,,,
SOMLO,N 47° 11' 41.40",E 017° 23' 08.35",,,,
SOMOR,N 53° 13' 37.00",E 019° 21' 00.00",,,,
SOMOS,N 44° 32' 55.00",W 001° 14' 21.00",,,,
SOMOT,N 51° 17' 33.00",W 002° 59' 53.00",,,,
SOMOV,N 43° 42' 00.00",E 024° 51' 00.00",,,,
SOMOX,N 51° 28' 05.00",E 022° 26' 35.00",,,,
SOMTI,N 45° 27' 00.60",E 002° 55' 58.50",,,,
SOMTU,N 49° 35' 47.00",E 004° 21' 27.00",,,,
SOMUN,N 44° 35' 47.00",E 019° 06' 18.00",,,,
SOMUR,N 50° 45' 19.00",E 141° 30' 05.00",,,,
SOMUS,N 42° 03' 00.00",E 073° 46' 00.00",,,,
SOMVA,N 52° 18' 26.00",E 002° 38' 38.45",,,,
SOMVO,N 54° 06' 43.00",E 019° 44' 32.00",,,,
SONAB,N 55° 44' 50.00",E 128° 24' 44.00",,,,
SONAD,N 40° 25' 05.00",E 039° 40' 35.00",,,,
SONAH,S 07° 00' 28.30",E 150° 45' 08.05",,,,
SONAL,N 54° 52' 44.00",E 012° 46' 49.00",,,,
SONBU,N 36° 11' 32.25",E 135° 35' 02.85",,,,
SONDI,N 51° 11' 25.50",E 004° 50' 18.00",,,,
SONDO,N 39° 43' 22.00",E 127° 28' 14.00",,,,
SONDO,N 52° 05' 05.90",E 001° 48' 42.35",,,,
SONDR,N 47° 07' 25.70",W 122° 20' 56.30",,,,
SONDU,N 51° 23' 28.00",E 011° 46' 56.00",,,,
SONEB,N 52° 01' 25.00",E 006° 45' 51.00",,,,
SONEK,N 58° 49' 02.00",E 112° 08' 02.00",,,,
SONEX,N 53° 29' 52.70",W 002° 10' 20.85",,,,
SONGI,N 47° 46' 40.00",E 008° 43' 55.00",,,,
SONGO,S 07° 09' 18.00",E 111° 15' 20.00",,,,
SONIC,N 33° 22' 36.35",E 131° 44' 10.40",,,,
SONIK,N 44° 26' 54.00",E 016° 08' 36.00",,,,
SONIR,N 64° 38' 34.00",E 179° 20' 15.00",,,,
SONLI,N 57° 25' 59.00",E 114° 26' 20.00",,,,
SONMO,N 50° 50' 42.00",E 127° 58' 49.00",,,,
SONNY,N 21° 01' 03.65",E 115° 03' 18.80",,,,
SONNY,N 38° 20' 08.70",W 119° 29' 04.30",,,,
SONOB,N 44° 31' 23.00",E 025° 45' 58.00",,,,
SONOG,N 52° 06' 19.70",E 002° 16' 10.10",,,,
SONOM,N 47° 47' 03.00",E 008° 53' 46.00",,,,
SONOR,N 51° 43' 25.00",E 008° 34' 26.00",,,,
SONSU,N 37° 52' 47.00",E 038° 23' 11.45",,,,
SONTI,N 52° 09' 59.00",E 026° 51' 35.00",,,,
SONUD,N 52° 16' 11.00",E 013° 43' 57.00",,,,
SONUF,N 43° 03' 47.00",E 025° 35' 42.00",,,,
SONUK,N 54° 09' 43.00",E 135° 04' 17.00",,,,
SONUR,N 49° 26' 13.60",E 004° 21' 26.90",,,,
SONZZ,N 40° 05' 15.00",W 115° 52' 12.00",,,,
SOOMY,N 34° 32' 38.95",E 135° 22' 22.40",,,,
SOONA,N 34° 38' 27.50",E 127° 42' 56.00",,,,
SOONI,N 35° 09' 19.00",E 128° 11' 12.00",,,,
SOORO,N 35° 17' 30.00",E 128° 43' 08.00",,,,
SOOSN,N 35° 37' 53.35",W 114° 20' 42.55",,,,
SOOZN,N 45° 37' 00.25",W 122° 11' 35.95",,,,
SOPAD,N 45° 39' 12.00",E 004° 12' 20.00",,,,
SOPAV,N 49° 55' 51.30",E 018° 03' 08.55",,,,
SOPAX,N 53° 38' 48.90",W 004° 27' 08.05",,,,
SOPDA,N 55° 10' 15.00",E 104° 21' 42.00",,,,
SOPDI,N 54° 39' 10.00",E 155° 35' 09.00",,,,
SOPDO,N 42° 23' 18.00",E 027° 26' 17.00",,,,
SOPED,N 42° 36' 57.00",E 023° 44' 03.00",,,,
SOPEK,N 53° 06' 31.90",E 002° 30' 00.00",,,,
SOPER,N 46° 53' 22.00",E 008° 56' 40.00",,,,
SOPEX,N 48° 36' 48.00",W 003° 33' 00.00",,,,
SOPGA,N 50° 10' 37.25",E 012° 43' 07.65",,,,
SOPIG,N 49° 22' 25.00",E 002° 19' 53.00",,,,
SOPIL,N 47° 01' 33.00",E 001° 03' 18.00",,,,
SOPIN,N 56° 51' 18.00",E 142° 58' 27.00",,,,
SOPIS,N 42° 50' 58.00",E 024° 37' 15.00",,,,
SOPIT,N 51° 57' 29.85",W 001° 06' 26.35",,,,
SOPLA,N 51° 16' 38.00",E 011° 33' 11.00",,,,
SOPLO,N 45° 43' 43.70",E 005° 44' 45.00",,,,
SOPNO,N 38° 32' 36.00",E 068° 04' 12.00",,,,
SOPNU,N 55° 50' 07.00",E 162° 19' 51.00",,,,
SOPOK,N 50° 15' 10.00",E 005° 46' 26.00",,,,
